,seq,name,name2,content,isconfirmed,class
2251,2251,علي جودت الايوبي ,ياسين الهاشمي,و عند تايس حزب الاخاء المعارض ل نوري السعيد و ل لمعاهده التي ابرم ها انتخب ,False,WORK
2252,2252,علي جودت الايوبي ,الامير غازي,و عند ما سافر الملك فيصل الى لندن اوكل رعايه ,False,STUDY
2253,2253,علي جودت الايوبي ,يوسف غنيمه,و اوكل الي ه الملك غازي تشكيل وزارت ه الاولى في 27/8/1934 و اسندت الي ه وزاره الداخليه وكاله  و الخارجيه ل نوري السعيد و الماليه ل ,False,STUDY
2254,2254,علي جودت الايوبي ,جميل المدفعي,الملك غازي تشكيل وزارت ه الاولى في 27/8/1934 و اسندت الي ه وزاره الداخليه وكاله  و الخارجيه ل نوري السعيد و الماليه ل يوسف غنيمه و الدفاع ل ,False,STUDY
2255,2255,علي جودت الايوبي ,حكمت سليمان,و بعد سقوط الوزاره عين وزيرا مفوضا ل لعراق في لندن و بقي هناك الفتره التي حدث في ها انقلاب بكر صدق ي و نقل ه ,False,WORK
2256,2256,علي جودت الايوبي ,جميل المدفعي,التي حدث في ها انقلاب بكر صدق ي و نقل ه حكمت سليمان الى باريس وزيرا مفوضا و بعد سقوط بكر صدق ي عاد علي جوده الى العراق فاراد ,False,WORK
2257,2257,علي جودت الايوبي ,هاشم الاتاسي,اعتذر ب سبب مرض ه و لم يجد الاعتذار و كان الهدف اقامه اتحاد مع سوريا ل وقف نزيف الانقلابات العسكريه و كان الجانب السوري و على راس هم ,False,COMPANIONSHIP
2258,2258,علي جودت الايوبي ,اديب الشيشكلي,الاعتذار و كان الهدف اقامه اتحاد مع سوريا ل وقف نزيف الانقلابات العسكريه و كان الجانب السوري و على راس هم هاشم الاتاسي يرغب في ذلك الا ان انقلاب ,False,COMPANIONSHIP
2259,2259,علي جودت الايوبي ,فيصل الثاني,و العدوان الثلاثي على مصر عام1956 و تشكيل حلف بغداد استهدف العراق من قبل بعض الاذاعات العربيه و قدم نوري السعيد استقاله وزارت ه في 8/6/1957 و اسند الملك ,False,STUDY
2260,2260,علي جودت الايوبي ,متي عقراوي,الملك فيصل الثاني تشكيل الوزاره الى علي جوده ب تاريخ 20/6/1957. و تقرر اجتماع ميثاق بغداد في انقره ب تاريخ 10/12/1957 و نفذ قانون جامعه بغداد عام1957 و عين ,False,WORK
2261,2261,علي جودت الايوبي ,توفيق السويدي,يقول عن ه ,False,MENTION
2262,2262,علي شمالي ,علي شمالي عبدالله,ولد في الموصل هو ,False,FAMILY
2263,2263,علي شمالي ,عبدالله ملا حسن,توفي والد ه ف وضعت ه ام ه تحت ارشاد الملا ل حفظ القران في جامع النبي شيت عند الحاج ,False,MISC
2264,2264,علي شمالي ,سعدالدين الخطيب,ام ه تحت ارشاد الملا ل حفظ القران في جامع النبي شيت عند الحاج عبدالله ملا حسن  حفظ القران و درس العربيه و اصول الفقه على يد المرحوم ,False,STUDY
2265,2265,علي شمالي ,ابراهيم الحاج ياسين,جامع النبي شيت عند الحاج عبدالله ملا حسن  حفظ القران و درس العربيه و اصول الفقه على يد المرحوم سعدالدين الخطيب و علم العقائد و الغروض على يد ,False,STUDY
2266,2266,علي شمالي ,احمد الجراح,القران و درس العربيه و اصول الفقه على يد المرحوم سعدالدين الخطيب و علم العقائد و الغروض على يد ابراهيم الحاج ياسين و درس التفسير و اللغه العربيه عند ,False,STUDY
2267,2267,علي شمالي ,توفيق الصمدي,على يد المرحوم سعدالدين الخطيب و علم العقائد و الغروض على يد ابراهيم الحاج ياسين و درس التفسير و اللغه العربيه عند احمد الجراح و درس القراءات السبع عند ,False,STUDY
2268,2268,علي شمالي ,اسماعيل فرج,سعدالدين الخطيب و علم العقائد و الغروض على يد ابراهيم الحاج ياسين و درس التفسير و اللغه العربيه عند احمد الجراح و درس القراءات السبع عند توفيق الصمدي و ,False,STUDY
2269,2269,عمادالدين خليل  ,سعيد النورسي,مصر- 1989. ندوه المنهاجيه و اسلاميه المعرفه- اكسفورد- المملكه المتحده- 1990. الاسبوع الثقافي ل لمعهد العالمي و جمعيه الدراسات و البحوث الاسلاميه- عمان- الاردن- 1992. المؤتمر العالمي الثاني حول ,False,MISC
2270,2270,عمادالدين خليل  ,العالم الاسلامي,الثقافي ل لمعهد العالمي و جمعيه الدراسات و البحوث الاسلاميه- عمان- الاردن- 1992. المؤتمر العالمي الثاني حول سعيد النورسي و تجديد الفكر الاسلامي  اسطنبول- تركيا- 1992. ندوه مستقبل ,False,MISC
2271,2271,عماد عبدالسلام رؤوف  ,محمد رؤوف العطار,الاثار الخطيه في المكتبه القادريه خمسه اجزاء 1974-1980.4- التاريخ و المؤرخون العراقيون في العصر العثماني 1983. 5- فهرست مكاتب بغداد الموقوفه 1985.6- من رواد التربيه و التعليم في العراق ,False,FAMILY
2272,2272,عماد عبدالسلام رؤوف  ,خليل علي,رؤوف العطار 1988. 7- كتابه العرب ل تاريخ هم في العصر العثماني 1989. 8- الاصول التاريخيه ل اسماء محلات بغداد 1994. 9- الدرر المنظومه و الصور المختومه  ل ,False,MISC
2273,2273,عمار احمد عبدالباقي الصفار  ,عثمان الموصلي,ب كتابه انشوده لافتتاح مهرجان الربيع عام 1998 و تلحين ها و ادائ ها فضلا على تكليف ه ب اعاده كتابه كلمات اغنيه زوروني ل لموسيقار الموصلي العظيم الملا ,False,WORK
2274,2274,عمار احمد عبدالباقي الصفار  ,بدر شاكر,لحن عددا من الاغاني الموصليه الحديثه بعد ان كتب ها فضلا على تلحين قصائد ل شعراء مثل ,False,MENTION
2275,2275,عمار احمد عبدالباقي الصفار  ,معد الجبوري,لحن عددا من الاغاني الموصليه الحديثه بعد ان كتب ها فضلا على تلحين قصائد ل شعراء مثل بدر شاكر السياب و رعد بندر و ,False,WORK
2276,2276,عمار احمد عبدالباقي الصفار  ,محمد محمود,شكل فرقه موسيقيه اسما ها المغني الاصيل ل يكون مطرب ها و كانت تتالف من ابرز الموسيقين المواصله مثل ,False,WORK
2277,2277,عمار احمد عبدالباقي الصفار  ,احمد المصري,شكل فرقه موسيقيه اسما ها المغني الاصيل ل يكون مطرب ها و كانت تتالف من ابرز الموسيقين المواصله مثل محمد محمود عازف الكمان و اسامه الديري و ,False,WORK
2278,2278,عمار احمد عبدالباقي الصفار  ,نبيل حسون,اسما ها المغني الاصيل ل يكون مطرب ها و كانت تتالف من ابرز الموسيقين المواصله مثل محمد محمود عازف الكمان و اسامه الديري و احمد المصري على الايقاع و ,False,WORK
2279,2279,عمار احمد عبدالباقي الصفار  ,عبدالحليم حافظ,نبيل حسون على اله العود و ناظم ابواحمد على اله العود ل تتفرغ هذه الفرقه ل غناء اعمال اساطين التلحين العربي الذي ل حنوا ل لسيده ام كلثوم و ,False,COMPANIONSHIP
2280,2280,عمار احمد عبدالباقي الصفار  ,عمر المختار,عضو اتحاد الادباء و الكتاب العرب و عمل مدرسا في كليه الاداب و العلوم في جامعه ,False,MISC
2281,2281,عمار احمد عبدالباقي الصفار  ,محمود جنداري,عنوان رساله الماجستير : القصه العراقيه القصيره 1967-1980. عنوان اطروحه الدكتوراه : البناء الفني في قصص ,False,MISC
2282,2282,عمار عبدالغني محمد النعيمي  ,هاشم البغدادي,تتلمذ على عمالقه الخط ,False,STUDY
2283,2283,عمار عبدالغني محمد النعيمي  ,حامد الامدي,تتلمذ على عمالقه الخط هاشم البغدادي و ,False,STUDY
2284,2284,عمار عبدالغني محمد النعيمي  ,محمود الهواري,تنقل في دول عربيه و اسلاميه باحثا المزيد في متاحف ها و تراث ها و التقى ب خطاطين محترفين من هم ,False,MISC
2285,2285,عمار عبدالغني محمد النعيمي  ,محمد سعد حداد,تنقل في دول عربيه و اسلاميه باحثا المزيد في متاحف ها و تراث ها و التقى ب خطاطين محترفين من هم محمود الهواري و ,False,FAMILY
2286,2286,عمار عبدالغني محمد النعيمي  ,بلال الحبشي,ل ه اعمال شامخه و عملاقه في الجوامع و القصور و جامعه الموصل من هم جامع القطانين  الرابعيه  العبادي  ,False,MISC
