,0,1,2,3,4,5,6
1655,عبدالرحمن صالح ,داود الجلبي,False,,,,يقول عبدالرحمن صالح عن تاثر ه ب الدكتور 
1656,عبدالرحمن صالح ,عبدالرحمن صالح,False,WSTUDY,دروس,عبدالرحمن صالح,و كلما اصغيت في شبابي الى السيمفونيه التاسعه ل بتهوفن و تصاعد النغم من الهدوء حتى بلوغ الثوره و نشيد المارسليز تذكرت دروس استاذي 
1657,عبدالرحمن صالح ,سليمان الحلبي,False,HATERD,كره,,و يسخر من غزو نابليون ل مصر على الرغم من كره ه ل لمماليك و تصل النغمات اقصى تاثير ها عند ما يحدثنا عن قتل 
1658,عبدالرحمن صالح ,عبدالرحمن صالح المدرس,False,MISC,,,هذا هو 
1659,عبدالرحمن صالح ,كمال صدقي,False,MISC,,كمال صدقي,الى الفتوه و توجيه هم التوجيه القومي الصحيح ضد الاستعمار و ان ه كان من المدرسين الفاعلين في الاستعراض الذي نظم في نيسان 1941 من خلال لجنه تراس ها 
1660,عبدالرحمن صالح ,عبدالرحمن صالح,False,WSTUDY,مدير,عبدالرحمن صالح,في الاستعراض الذي نظم في نيسان 1941 من خلال لجنه تراس ها كمال صدقي مدير الاعداديه و فضلا عن كل هذه النشاطات القوميه و التدريسيه التي قام ب ها 
1661,عبدالرحمن صالح ,مدحت باشا,False,MISC,,,كتب مذكرات ه التي تشمل تاريخ العراق السياسي في القرن العشرين ب اسم كتاب العمر و ل ه كتاب مخطوط اخر ب اسم رسائل من التاريخ يشمل دراسات عن 
1662,عبدالرزاق عبدالقادر ال كداوي ,عبدالرزاق عبدالقادر ال كداوي ,True,,,,
1663,عبدالرزاق عبدالقادر ال كداوي ,شعلان عبدالرحمن,False,MISC,,,و ذات مره اشرت علي ه انا و زميلي الاستاذ 
1664,عبدالرزاق عبدالقادر ال كداوي ,عبدالرزاق عبدالقادر,False,MISC,,,لقد امضى الاديب الشاعر 
1665,عبدالرزاق عبدالقادر ال كداوي ,جمال عبد,False,MISC,,,تحزب ضيق ، اذ كان يكفي ه انتماؤ ه ل امت ه التي هي اكبر من كل الاحزاب ، ف على سبيل المثال تجد ه يغضب من قرار الزعيم 
1666,عبدالرزاق عبدالقادر ال كداوي ,جمال عبد,False,MISC,,,جمال عبد الناصر في اعدام ه ل سته من اعضاء الاخوان المسلمين عام 1954 و يرثي هم ب قصيده مؤثره ، بل و قد غضب قبل هذا التاريخ على 
1667,عبدالرزاق عبدالقادر ال كداوي ,محمد نجيب,False,MISC,,محمد نجيب الجادر,عام 1954 و يرثي هم ب قصيده مؤثره ، بل و قد غضب قبل هذا التاريخ على جمال عبد الناصر و رفاق ه الضباط حينما ازاحوا قائد الثوره المصريه 
1668,عبدالرزاق عبدالقادر ال كداوي ,عبدالرزاق عبدالقادر,False,MISC,,,لقد عبر 
1669,عبدالرزاق عبدالقادر ال كداوي ,عبدالسلام محمد,False,MISC,,,ل طلاب البحث التاريخي في هذه المجالات ، فضلا عن توثيق ه ل شخصيات موصليه و عراقيه و بريطانيه ل ها بصمات ها في التاريخ المعاصر ، امثال الرئيس 
1670,عبدالرزاق عبدالقادر ال كداوي ,عبدالجبار الجومرد,False,MISC,,عبدالجبار الجومرد,المجالات ، فضلا عن توثيق ه ل شخصيات موصليه و عراقيه و بريطانيه ل ها بصمات ها في التاريخ المعاصر ، امثال الرئيس عبدالسلام محمد عارف ، و الاديب 
1671,عبدالرزاق عبدالقادر ال كداوي ,الاصلاحي اسماعيل مصطفى الكتبي,False,GOVERNMENT,وزير,,ها بصمات ها في التاريخ المعاصر ، امثال الرئيس عبدالسلام محمد عارف ، و الاديب عبدالجبار الجومرد اول وزير خارجيه ل لعراق بعد ثوره تموز 1958 )، و الشيخ 
1672,عبدالرزاق عبدالقادر ال كداوي ,صديق الكتبي,False,GOVERNMENT,وزير,,امثال الرئيس عبدالسلام محمد عارف ، و الاديب عبدالجبار الجومرد اول وزير خارجيه ل لعراق بعد ثوره تموز 1958 )، و الشيخ الاصلاحي اسماعيل مصطفى الكتبي و ه المقدم 
1673,عبدالرزاق عبدالقادر ال كداوي ,مصطفى الصابونجي,False,GOVERNMENT,وزير,مصطفى الصابونجي,عارف ، و الاديب عبدالجبار الجومرد اول وزير خارجيه ل لعراق بعد ثوره تموز 1958 )، و الشيخ الاصلاحي اسماعيل مصطفى الكتبي و ه المقدم صديق الكتبي و الوجيه 
1674,عبدالرزاق عبدالقادر ال كداوي ,خيرالدين العمري,False,GOVERNMENT,وزير,خيرالدين العمري,عبدالجبار الجومرد اول وزير خارجيه ل لعراق بعد ثوره تموز 1958 )، و الشيخ الاصلاحي اسماعيل مصطفى الكتبي و ه المقدم صديق الكتبي و الوجيه مصطفى الصابونجي ، و 
1675,عبدالرزاق عبدالقادر ال كداوي ,عمادالدين خليل,False,WSTUDY,مدير,عمادالدين خليل,1958 )، و الشيخ الاصلاحي اسماعيل مصطفى الكتبي و ه المقدم صديق الكتبي و الوجيه مصطفى الصابونجي ، و خيرالدين العمري مدير بلديه الموصل الاسبق و المفكر الاسلامي الدكتور 
1676,عبدالرزاق عبدالقادر ال كداوي ,عبدالحليم اللاوند,False,WSTUDY,مدير,عبدالحليم اللاوند,ه المقدم صديق الكتبي و الوجيه مصطفى الصابونجي ، و خيرالدين العمري مدير بلديه الموصل الاسبق و المفكر الاسلامي الدكتور عمادالدين خليل و الشاعر محمد مهدي الجواهري و الشاعر 
1677,عبدالرزاق عبدالقادر ال كداوي ,بشير الصقال مفتي,False,WSTUDY,مدير,,و الوجيه مصطفى الصابونجي ، و خيرالدين العمري مدير بلديه الموصل الاسبق و المفكر الاسلامي الدكتور عمادالدين خليل و الشاعر محمد مهدي الجواهري و الشاعر عبدالحليم اللاوند و الشيخ 
1678,عبدالرزاق عبدالقادر ال كداوي ,عبدالجبار حسن الجبوري,False,WSTUDY,مدير,,العمري مدير بلديه الموصل الاسبق و المفكر الاسلامي الدكتور عمادالدين خليل و الشاعر محمد مهدي الجواهري و الشاعر عبدالحليم اللاوند و الشيخ بشير الصقال مفتي الموصل و المحامي الباحث 
1679,عبدالرزاق عبدالقادر ال كداوي ,الاصلاحي محمد نوري ال احمد,False,MISC,,,مهدي الجواهري و الشاعر عبدالحليم اللاوند و الشيخ بشير الصقال مفتي الموصل و المحامي الباحث عبدالجبار حسن الجبوري ، و الميجر ميسن و المستر و يستل ، و الشيخ 
1680,عبدالرزاق عبدالقادر ال كداوي ,عبدالله النوري,False,MISC,,عبدالله محيالدين النوري,بشير الصقال مفتي الموصل و المحامي الباحث عبدالجبار حسن الجبوري ، و الميجر ميسن و المستر و يستل ، و الشيخ الاصلاحي محمد نوري ال احمد و ولد ه 
1681,عبدالرزاق عبدالقادر ال كداوي ,عبدالمطلب المسلماني,False,MISC,,,عبدالله النوري الذي اصبح رئيسا ل محاكم الكويت عام 1954 و هو مولف كتاب البهائيه سراب ، و تعرف الاديب عبدالرزاق اثناء عمل ه في الكويت ايضا على الحاج 
1682,عبدالرزاق عبدالقادر ال كداوي ,عبدالرزاق عبدالقادر الكداوي,False,MISC,,عبدالرزاق عبدالقادر ال كداوي,النفس ب القلق و عدم الاطمئنان …. و لكن حال دون ما ارجو الظروف التي زجت ني في متاعب عائليه و اقتصاديه ….) و الملاحظ ان الرحله الادبيه ل 
1683,عبدالستار الشهرب,صاحب السيد اسماعيل الفحام,False,MISC,,,ابوحيدر ، و هو عازف متمكن ب جمل ه الموسيقيه و قفلات ه السليمه ، و اشتهر ب العزف مع المقامات العراقيه و 
1684,عبدالعزيز الجادرجي ,عبدالعزيز الجادرجي ,True,,,,
1685,عبدالعزيز الجادرجي ,عثمان الديوه جي,False,WSTUDY,مدرسه,عثمان الديوه جي,دخل مدرسه شمس المعارف الابتدائيه عام 1913 حتى عام 1917، اتقن الخط و اجاد الحساب ، و درس كتاب مراقي الفلاح في الفقه على علماء عصر ه : الشيخ 
1686,عبدالعزيز الجادرجي ,عبدالله النعمه,False,WSTUDY,درس,عبدالله محمد جرجيس النعمه,عام 1913 حتى عام 1917، اتقن الخط و اجاد الحساب ، و درس كتاب مراقي الفلاح في الفقه على علماء عصر ه : الشيخ عثمان الديوه جي و الشيخ 
1687,عبدالعزيز الجادرجي ,محمد صالح,False,WSTUDY,درس,محمد صالح الجوادي,عام 1917، اتقن الخط و اجاد الحساب ، و درس كتاب مراقي الفلاح في الفقه على علماء عصر ه : الشيخ عثمان الديوه جي و الشيخ عبدالله النعمه و 
